"","AdultHeadBodyLen_mm","AdultBodyMass_g","LitterSize","GR_Area_km2","ActivityCycle","TrophicLevel","HabitatBreadth","DietBreadth","Order","Family","Genus","Species"
"Sigmodon_mascotensis",NA,120,NA,253914.51,NA,NA,NA,NA,"Rodentia","Cricetidae","Sigmodon","mascotensis"
"Sigmodon_ochrognathus",151.14,122,3,418072.23,NA,NA,NA,NA,"Rodentia","Cricetidae","Sigmodon","ochrognathus"
"Sigmodon_peruanus",NA,NA,NA,95910.21,NA,NA,NA,NA,"Rodentia","Cricetidae","Sigmodon","peruanus"
"Sigmodon_planifrons",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Cricetidae","Sigmodon","planifrons"
"Sigmodon_toltecus",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Cricetidae","Sigmodon","toltecus"
"Sigmodon_zanjonensis",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Cricetidae","Sigmodon","zanjonensis"
"Sigmodontomys_alfari",NA,NA,NA,315113.78,NA,NA,NA,NA,"Rodentia","Cricetidae","Sigmodontomys","alfari"
"Sigmodontomys_aphrastus",NA,NA,NA,6781.3,NA,NA,NA,NA,"Rodentia","Cricetidae","Sigmodontomys","aphrastus"
"Simias_concolor",499.99,7393.9,1.02,6044.85,"diurnal","herbivore","2","3","Primates","Cercopithecidae","Simias","concolor"
"Sminthopsis_aitkeni",NA,22.5,NA,4407.63,"other",NA,"1",NA,"Dasyuromorphia","Dasyuridae","Sminthopsis","aitkeni"
"Sminthopsis_archeri",92.42,16,8.15,24146.82,"other","carnivore","1","2","Dasyuromorphia","Dasyuridae","Sminthopsis","archeri"
"Sminthopsis_bindi",NA,NA,NA,58927.74,NA,NA,NA,NA,"Dasyuromorphia","Dasyuridae","Sminthopsis","bindi"
"Sminthopsis_boullangerensis",NA,NA,NA,29.31,NA,NA,NA,NA,"Dasyuromorphia","Dasyuridae","Sminthopsis","boullangerensis"
"Sminthopsis_butleri",NA,25,NA,15927.83,"other",NA,"1",NA,"Dasyuromorphia","Dasyuridae","Sminthopsis","butleri"
"Sminthopsis_crassicaudata",NA,15.98,6.52,4827312.09,"other","carnivore","1","2","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata"
"Sminthopsis_dolichura",NA,14.39,7.2,481144.97,"other",NA,"1",NA,"Dasyuromorphia","Dasyuridae","Sminthopsis","dolichura"
"Sminthopsis_douglasi",95,54.99,6.78,24392.06,"other","carnivore","1","1","Dasyuromorphia","Dasyuridae","Sminthopsis","douglasi"
"Sminthopsis_fuliginosus",NA,NA,NA,15623.82,"other",NA,"1",NA,"Dasyuromorphia","Dasyuridae","Sminthopsis","fuliginosus"
"Sminthopsis_gilberti",NA,19.5,NA,114805.08,"other",NA,"1",NA,"Dasyuromorphia","Dasyuridae","Sminthopsis","gilberti"
"Sminthopsis_granulipes",NA,25,NA,76315.75,"other",NA,"1",NA,"Dasyuromorphia","Dasyuridae","Sminthopsis","granulipes"
"Sminthopsis_griseoventer",NA,17.5,NA,205150.91,"other",NA,"1",NA,"Dasyuromorphia","Dasyuridae","Sminthopsis","griseoventer"
"Sminthopsis_hirtipes",NA,15,NA,1251750.63,"other",NA,"1",NA,"Dasyuromorphia","Dasyuridae","Sminthopsis","hirtipes"
"Sminthopsis_leucopus",NA,23.36,8.4,105026.36,"other",NA,"1",NA,"Dasyuromorphia","Dasyuridae","Sminthopsis","leucopus"
"Sminthopsis_longicaudata",95,18,4.24,1117003.29,"other","carnivore","1","2","Dasyuromorphia","Dasyuridae","Sminthopsis","longicaudata"
"Sminthopsis_macroura",NA,23.56,7,4742720.54,"other",NA,"1",NA,"Dasyuromorphia","Dasyuridae","Sminthopsis","macroura"
"Sminthopsis_murina",NA,17,8,845917.54,"other",NA,"1",NA,"Dasyuromorphia","Dasyuridae","Sminthopsis","murina"
"Sminthopsis_ooldea",NA,12.19,7.24,1509038.07,"other",NA,"1",NA,"Dasyuromorphia","Dasyuridae","Sminthopsis","ooldea"
"Sminthopsis_psammophila",105,33.5,5.49,61813.87,"other","carnivore","1","2","Dasyuromorphia","Dasyuridae","Sminthopsis","psammophila"
"Sminthopsis_virginiae",110.07,35.24,4.11,381450.2,"other","carnivore","1","2","Dasyuromorphia","Dasyuridae","Sminthopsis","virginiae"
"Sminthopsis_youngsoni",NA,11.14,5.49,1301460.1,"other",NA,"1",NA,"Dasyuromorphia","Dasyuridae","Sminthopsis","youngsoni"
"Solenodon_arredondoi",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Solenodontidae","Solenodon","arredondoi"
"Solenodon_cubanus",349.85,824.62,1.5,49168.47,"other","carnivore","3","2","Soricomorpha","Solenodontidae","Solenodon","cubanus"
"Solenodon_marcanoi",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Solenodontidae","Solenodon","marcanoi"
"Solenodon_paradoxus",306,899.99,1.64,74512.66,"other","carnivore","3","2","Soricomorpha","Solenodontidae","Solenodon","paradoxus"
"Solisorex_pearsoni",NA,NA,NA,5615.92,NA,NA,NA,NA,"Soricomorpha","Soricidae","Solisorex","pearsoni"
"Solomys_ponceleti",270,1000,NA,11862.56,NA,"herbivore",NA,"1","Rodentia","Muridae","Solomys","ponceleti"
"Solomys_salamonis",270,NA,NA,225.94,NA,"herbivore",NA,"1","Rodentia","Muridae","Solomys","salamonis"
"Solomys_salebrosus",NA,397,NA,11862.56,NA,NA,NA,NA,"Rodentia","Muridae","Solomys","salebrosus"
"Solomys_sapientis",270,NA,NA,3849.36,NA,"herbivore",NA,"1","Rodentia","Muridae","Solomys","sapientis"
"Solomys_spriggsarum",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Muridae","Solomys","spriggsarum"
"Sommeromys_macrorhinos",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Muridae","Sommeromys","macrorhinos"
"Sorex_alaskanus",NA,14,NA,507.45,NA,NA,"2",NA,"Soricomorpha","Soricidae","Sorex","alaskanus"
"Sorex_alpinus",67.5,8.04,5.95,411029.75,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","alpinus"
"Sorex_antinorii",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","antinorii"
"Sorex_araneus",72.78,9.18,6.56,14302732.12,"other","omnivore","2","5","Soricomorpha","Soricidae","Sorex","araneus"
"Sorex_arcticus",75.06,8.19,6.69,4525078,"other","carnivore",NA,"1","Soricomorpha","Soricidae","Sorex","arcticus"
"Sorex_arizonae",57.98,2.7,NA,56446.9,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","arizonae"
"Sorex_arunchi",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","arunchi"
"Sorex_asper",65,NA,NA,347978.8,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","asper"
"Sorex_averini",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","averini"
"Sorex_bairdi",NA,8.33,NA,35561.66,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","bairdi"
"Sorex_bedfordiae",68.49,NA,NA,335500.07,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","bedfordiae"
"Sorex_bendirii",85.99,15.76,NA,207366.9,NA,"carnivore","3","1","Soricomorpha","Soricidae","Sorex","bendirii"
"Sorex_buchariensis",NA,NA,NA,41192.77,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","buchariensis"
"Sorex_caecutiens",66.12,6.3,7.24,18629008.69,NA,"omnivore","1","3","Soricomorpha","Soricidae","Sorex","caecutiens"
"Sorex_camtschatica",NA,NA,NA,240157.24,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","camtschatica"
"Sorex_cansulus",80,NA,5.49,394.05,"other","carnivore",NA,"1","Soricomorpha","Soricidae","Sorex","cansulus"
"Sorex_cinereus",57.2,4.2,6.49,10567246.11,"other","carnivore",NA,"2","Soricomorpha","Soricidae","Sorex","cinereus"
"Sorex_coronatus",72.99,9.32,4.94,872337.52,"other","carnivore","1","1","Soricomorpha","Soricidae","Sorex","coronatus"
"Sorex_cylindricauda",NA,NA,4.99,192686.04,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","cylindricauda"
"Sorex_daphaenodon",71.28,8.1,5.99,12592627.74,NA,"omnivore",NA,"2","Soricomorpha","Soricidae","Sorex","daphaenodon"
"Sorex_dispar",63.09,4.99,4.18,308261.81,NA,"carnivore","2","1","Soricomorpha","Soricidae","Sorex","dispar"
"Sorex_emarginatus",NA,7,NA,86118.88,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","emarginatus"
"Sorex_excelsus",NA,NA,NA,299507.22,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","excelsus"
"Sorex_fumeus",72.07,7.83,5.49,1556941.63,"other","omnivore","1","3","Soricomorpha","Soricidae","Sorex","fumeus"
"Sorex_gaspensis",55.3,3.35,5.33,34573.08,NA,"carnivore","2","1","Soricomorpha","Soricidae","Sorex","gaspensis"
"Sorex_gracillimus",53.5,4.4,4.58,717756.02,NA,"carnivore",NA,"1","Soricomorpha","Soricidae","Sorex","gracillimus"
"Sorex_granarius",63.1,6.39,4.89,70026.27,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","granarius"
"Sorex_haydeni",NA,NA,7,1159900.69,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","haydeni"
"Sorex_hosonoi",59.99,NA,NA,5576.94,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","hosonoi"
"Sorex_hoyi",53.99,3.37,5.84,6973125.22,"other","carnivore","1","1","Soricomorpha","Soricidae","Sorex","hoyi"
"Sorex_isodon",74.87,12.23,7.09,11394085.18,NA,"carnivore",NA,"1","Soricomorpha","Soricidae","Sorex","isodon"
"Sorex_jacksoni",63.64,6.01,NA,4909.61,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","jacksoni"
"Sorex_kozlovi",NA,NA,NA,373.14,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","kozlovi"
"Sorex_leucogaster",NA,NA,NA,2063.39,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","leucogaster"
"Sorex_longirostris",51.14,3.29,3.99,1647418.16,"other","omnivore","1","2","Soricomorpha","Soricidae","Sorex","longirostris"
"Sorex_lyelli",NA,4.99,NA,44679.75,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","lyelli"
"Sorex_macrodon",NA,8.61,NA,8910.55,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","macrodon"
"Sorex_maritimensis",NA,NA,NA,61243.95,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","maritimensis"
"Sorex_merriami",60.01,5.99,5.99,1794633.1,NA,"carnivore","2","1","Soricomorpha","Soricidae","Sorex","merriami"
"Sorex_milleri",NA,4.07,NA,93352.12,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","milleri"
"Sorex_minutissimus",52.04,2.46,8.99,17707282.04,NA,"carnivore",NA,"1","Soricomorpha","Soricidae","Sorex","minutissimus"
"Sorex_palustris",74.87,13.07,5.46,6203279.83,"other","omnivore","2","4","Soricomorpha","Soricidae","Sorex","palustris"
"Sorex_ventralis",NA,7,NA,145246.48,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","ventralis"
"Sorex_veraecrucis",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","veraecrucis"
"Sorex_veraepacis",NA,7.5,NA,12425.24,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","veraepacis"
"Sorex_volnuchini",NA,NA,NA,284315.01,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","volnuchini"
"Sorex_yukonicus",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Sorex","yukonicus"
"Soriculus_nigrescens",98.49,14.58,4.89,310621.93,NA,"carnivore","2","1","Soricomorpha","Soricidae","Soriculus","nigrescens"
"Sotalia_fluviatilis",NA,42833.44,0.97,NA,"diurnal","carnivore","1","2","Cetacea","Delphinidae","Sotalia","fluviatilis"
"Sousa_chinensis",NA,279999.99,1,NA,NA,NA,"1",NA,"Cetacea","Delphinidae","Sousa","chinensis"
"Sousa_teuszii",NA,99999.99,NA,NA,NA,NA,"1",NA,"Cetacea","Delphinidae","Sousa","teuszii"
"Spalacopus_cyanus",132.78,100.86,3.14,76659.01,"other","herbivore","2","2","Rodentia","Octodontidae","Spalacopus","cyanus"
"Spalax_arenarius",NA,NA,NA,12814.55,NA,NA,NA,NA,"Rodentia","Spalacidae","Spalax","arenarius"
"Spalax_carmeli",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Spalacidae","Spalax","carmeli"
"Spalax_ehrenbergi",NA,164.35,NA,504281.3,"other",NA,"1",NA,"Rodentia","Spalacidae","Spalax","ehrenbergi"
"Spalax_galili",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Spalacidae","Spalax","galili"
"Spalax_giganteus",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Spalacidae","Spalax","giganteus"
"Spalax_golani",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Spalacidae","Spalax","golani"
"Aepyceros_melampus",1420,52591.69,0.98,3926868.66,"diurnal","herbivore","1","2","Artiodactyla","Bovidae","Aepyceros","melampus"
"Aepyprymnus_rufescens",NA,2810.31,1.03,641274.9,"nocturnal",NA,NA,NA,"Diprotodontia","Potoroidae","Aepyprymnus","rufescens"
"Aeretes_melanopterus",NA,NA,NA,80788.68,NA,NA,NA,NA,"Rodentia","Sciuridae","Aeretes","melanopterus"
"Aeromys_tephromelas",378.86,1187,1.07,283378.84,"nocturnal",NA,NA,NA,"Rodentia","Sciuridae","Aeromys","tephromelas"
"Aeromys_thomasi",340.5,1430.19,NA,122621.55,"nocturnal",NA,NA,NA,"Rodentia","Sciuridae","Aeromys","thomasi"
"Aethalops_aequalis",NA,NA,NA,20667.22,NA,NA,NA,NA,"Chiroptera","Pteropodidae","Aethalops","aequalis"
"Aethalops_alecto",NA,15,0.99,110914.61,NA,NA,"1",NA,"Chiroptera","Pteropodidae","Aethalops","alecto"
"Aethomys_bocagei",NA,NA,NA,133883.67,NA,NA,NA,NA,"Rodentia","Muridae","Aethomys","bocagei"
"Spermophilus_erythrogenys",NA,NA,7.77,1325545.76,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","erythrogenys"
"Spermophilus_franklinii",245.61,457.64,8.69,1657927.29,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","franklinii"
"Spermophilus_fulvus",NA,778.38,5.99,2147696.03,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","fulvus"
"Spermophilus_lateralis",214.38,175.1,5.18,1705582.39,NA,"omnivore",NA,"4","Rodentia","Sciuridae","Spermophilus","lateralis"
"Spermophilus_madrensis",171.48,207.12,4.34,48758.56,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","madrensis"
"Spermophilus_major",NA,NA,NA,622837.23,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","major"
"Spermophilus_mexicanus",193.4,177.49,5.91,718436.33,NA,"omnivore","2","5","Rodentia","Sciuridae","Spermophilus","mexicanus"
"Spermophilus_mohavensis",156.53,213.18,6.5,18167.56,"diurnal","herbivore","2","2","Rodentia","Sciuridae","Spermophilus","mohavensis"
"Spermophilus_mollis",NA,165.4,7.97,364932.53,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","mollis"
"Spermophilus_musicus",NA,NA,NA,1698.02,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","musicus"
"Spermophilus_pallidicauda",NA,NA,NA,552357.33,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","pallidicauda"
"Spermophilus_parryii",278.92,747.09,6.5,3944909.1,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","parryii"
"Spermophilus_perotensis",179,140,6.07,3089.88,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","perotensis"
"Spermophilus_pygmaeus",NA,173.46,7.08,1831060.38,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","pygmaeus"
"Spermophilus_ralli",NA,NA,NA,86182.73,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","ralli"
"Spermophilus_relictus",NA,599.99,4.89,171697.01,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","relictus"
"Spermophilus_richardsonii",210.97,325.1,7.59,899734.88,"diurnal","herbivore","1","3","Rodentia","Sciuridae","Spermophilus","richardsonii"
"Spermophilus_saturatus",NA,NA,NA,74865.2,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","saturatus"
"Spermophilus_spilosoma",145.5,106.64,6.94,1716956,"diurnal","omnivore","2","6","Rodentia","Sciuridae","Spermophilus","spilosoma"
"Spermophilus_suslicus",NA,252,5.49,873419.7,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","suslicus"
"Spermophilus_tereticaudus",154.53,147.57,6.32,315363.67,"diurnal","omnivore","2","4","Rodentia","Sciuridae","Spermophilus","tereticaudus"
"Spermophilus_townsendii",173.15,207.29,8.49,11270.71,"diurnal","omnivore","2","5","Rodentia","Sciuridae","Spermophilus","townsendii"
"Spermophilus_tridecemlineatus",137.5,174.91,8.08,3681287.81,"diurnal","omnivore","2","5","Rodentia","Sciuridae","Spermophilus","tridecemlineatus"
"Spermophilus_undulatus",NA,742.91,7.77,2431243.43,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","undulatus"
"Spermophilus_variegatus",273.5,714.58,4.93,2421559.89,"diurnal","omnivore","2","6","Rodentia","Sciuridae","Spermophilus","variegatus"
"Spermophilus_washingtoni",166,215.09,7.88,17288.55,"diurnal","omnivore","2","7","Rodentia","Sciuridae","Spermophilus","washingtoni"
"Spermophilus_xanthoprymnus",NA,NA,4.99,442235.84,NA,NA,NA,NA,"Rodentia","Sciuridae","Spermophilus","xanthoprymnus"
"Sphaerias_blanfordi",NA,28.88,NA,444062.24,NA,NA,"1",NA,"Chiroptera","Pteropodidae","Sphaerias","blanfordi"
"Sphaeronycteris_toxophyllum",NA,16.06,NA,4763066.63,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Sphaeronycteris","toxophyllum"
"Sphiggurus_ichillus",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Erethizontidae","Sphiggurus","ichillus"
"Sphiggurus_insidiosus",NA,998.32,0.97,1080607.65,"nocturnal","omnivore","1","3","Rodentia","Erethizontidae","Sphiggurus","insidiosus"
"Sphiggurus_melanurus",398.8,1900,NA,287506.93,NA,NA,NA,NA,"Rodentia","Erethizontidae","Sphiggurus","melanurus"
"Addax_nasomaculatus",NA,96077.36,1,1168708.88,"nocturnal","herbivore","1","5","Artiodactyla","Bovidae","Addax","nasomaculatus"
"Aepeomys_lugens",NA,37,NA,83652.35,NA,NA,"1",NA,"Rodentia","Cricetidae","Aepeomys","lugens"
"Aepeomys_reigi",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Cricetidae","Aepeomys","reigi"
"Aethomys_chrysophilus",141.52,80.85,3.09,5508479.37,NA,NA,NA,NA,"Rodentia","Muridae","Aethomys","chrysophilus"
"Aethomys_hindei",NA,140.65,2.05,2209180.32,NA,NA,NA,NA,"Rodentia","Muridae","Aethomys","hindei"
"Aethomys_ineptus",142,133.16,NA,NA,NA,NA,NA,NA,"Rodentia","Muridae","Aethomys","ineptus"
"Aethomys_kaiseri",NA,89.99,3,2751633.59,NA,NA,NA,NA,"Rodentia","Muridae","Aethomys","kaiseri"
"Aethomys_nyikae",NA,NA,3.56,1442818.13,NA,NA,NA,NA,"Rodentia","Muridae","Aethomys","nyikae"
"Aethomys_silindensis",NA,NA,NA,77194.26,NA,NA,NA,NA,"Rodentia","Muridae","Aethomys","silindensis"
"Aethomys_stannarius",NA,NA,NA,285522.83,NA,NA,NA,NA,"Rodentia","Muridae","Aethomys","stannarius"
"Aethomys_thomasi",NA,NA,NA,189059.96,NA,NA,NA,NA,"Rodentia","Muridae","Aethomys","thomasi"
"Ailuropoda_melanoleuca",1345.98,117999.99,1.62,36206.89,"other","herbivore","1","3","Carnivora","Ursidae","Ailuropoda","melanoleuca"
"Ailurops_melanotis",NA,NA,NA,NA,NA,NA,NA,NA,"Diprotodontia","Phalangeridae","Ailurops","melanotis"
"Ailurops_ursinus",NA,10000,NA,175900.06,"nocturnal","herbivore","1","1","Diprotodontia","Phalangeridae","Ailurops","ursinus"
"Ailurus_fulgens",582.32,5170.08,1.7,1075406.59,"other","herbivore","1","3","Carnivora","Ailuridae","Ailurus","fulgens"
"Akodon_aerosus",NA,59.99,NA,160799.5,NA,NA,NA,NA,"Rodentia","Cricetidae","Akodon","aerosus"
"Spilocuscus_maculatus",457.96,4060.46,1.26,782259.13,"nocturnal","herbivore","1","3","Diprotodontia","Phalangeridae","Spilocuscus","maculatus"
"Spilocuscus_papuensis",NA,NA,NA,3163.91,NA,NA,NA,NA,"Diprotodontia","Phalangeridae","Spilocuscus","papuensis"
"Spilocuscus_rufoniger",NA,5999.99,1.02,113157.49,"other",NA,NA,NA,"Diprotodontia","Phalangeridae","Spilocuscus","rufoniger"
"Spilogale_angustifrons",NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora","Mephitidae","Spilogale","angustifrons"
"Spilogale_gracilis",NA,NA,NA,3831634.7,NA,NA,NA,NA,"Carnivora","Mephitidae","Spilogale","gracilis"
"Spilogale_putorius",299.49,566.49,5.07,2957350.08,"nocturnal","omnivore","1","6","Carnivora","Mephitidae","Spilogale","putorius"
"Spilogale_pygmaea",NA,365,4,95598.41,"other","omnivore","1","6","Carnivora","Mephitidae","Spilogale","pygmaea"
"Srilankamys_ohiensis",NA,NA,NA,8580.23,NA,NA,NA,NA,"Rodentia","Muridae","Srilankamys","ohiensis"
"Steatomys_bocagei",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Nesomyidae","Steatomys","bocagei"
"Steatomys_caurinus",NA,NA,NA,1223000.7,NA,NA,NA,NA,"Rodentia","Nesomyidae","Steatomys","caurinus"
"Steatomys_cuppedius",NA,NA,NA,490786.66,NA,NA,NA,NA,"Rodentia","Nesomyidae","Steatomys","cuppedius"
"Steatomys_jacksoni",NA,NA,NA,5980.85,NA,NA,NA,NA,"Rodentia","Nesomyidae","Steatomys","jacksoni"
"Steatomys_krebsii",NA,20.67,4.62,1170401.63,NA,NA,NA,NA,"Rodentia","Nesomyidae","Steatomys","krebsii"
"Steatomys_opimus",116.15,40,NA,NA,"nocturnal","carnivore","2","1","Rodentia","Nesomyidae","Steatomys","opimus"
"Steatomys_parvus",NA,4.99,NA,1086781.25,NA,NA,NA,NA,"Rodentia","Nesomyidae","Steatomys","parvus"
"Steatomys_pratensis",NA,30.58,3.96,NA,NA,NA,NA,NA,"Rodentia","Nesomyidae","Steatomys","pratensis"
"Stenella_attenuata",2135,65733.59,0.99,NA,NA,"carnivore","1","2","Cetacea","Delphinidae","Stenella","attenuata"
"Stenella_clymene",NA,NA,NA,NA,NA,"carnivore","1","1","Cetacea","Delphinidae","Stenella","clymene"
"Stenella_coeruleoalba",2300.84,142102.96,1.75,NA,"other","carnivore","1","2","Cetacea","Delphinidae","Stenella","coeruleoalba"
"Stenella_frontalis",2130,109999.99,NA,NA,NA,NA,"1",NA,"Cetacea","Delphinidae","Stenella","frontalis"
"Stenella_longirostris",2130,50500,0.97,NA,"other","carnivore","1","2","Cetacea","Delphinidae","Stenella","longirostris"
"Steno_bredanensis",2439.99,130000,NA,NA,NA,NA,"1",NA,"Cetacea","Delphinidae","Steno","bredanensis"
"Stenocephalemys_albipes",NA,NA,4.41,393242.25,NA,NA,NA,NA,"Rodentia","Muridae","Stenocephalemys","albipes"
"Stenocephalemys_albocaudata",NA,144,NA,64708.89,NA,NA,NA,NA,"Rodentia","Muridae","Stenocephalemys","albocaudata"
"Stenocephalemys_griseicauda",NA,85.75,NA,117886.45,NA,NA,NA,NA,"Rodentia","Muridae","Stenocephalemys","griseicauda"
"Stenocephalemys_ruppi",NA,48.99,NA,10289.98,NA,NA,NA,NA,"Rodentia","Muridae","Stenocephalemys","ruppi"
"Stenoderma_rufum",61.87,21.1,0.99,8961.11,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Stenoderma","rufum"
"Stochomys_longicaudatus",NA,70.95,2.38,2229944.82,"nocturnal",NA,"2",NA,"Rodentia","Muridae","Stochomys","longicaudatus"
"Strigocuscus_celebensis",NA,NA,NA,179049.44,"nocturnal",NA,NA,NA,"Diprotodontia","Phalangeridae","Strigocuscus","celebensis"
"Strigocuscus_pelengensis",NA,NA,NA,6454.39,"nocturnal","herbivore","1","1","Diprotodontia","Phalangeridae","Strigocuscus","pelengensis"
"Sturnira_aratathomasi",89.27,49.67,0.99,450907.36,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Sturnira","aratathomasi"
"Sturnira_bidens",NA,18.05,0.99,381210.45,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Sturnira","bidens"
"Sturnira_bogotensis",NA,19.94,0.98,707990.74,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Sturnira","bogotensis"
"Sturnira_erythromos",NA,15.53,0.99,3121221.48,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Sturnira","erythromos"
"Sturnira_lilium",65.96,20.19,0.99,15518876.5,"nocturnal","omnivore","1","3","Chiroptera","Phyllostomidae","Sturnira","lilium"
"Sturnira_ludovici",NA,21,0.99,2756672.83,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Sturnira","ludovici"
"Sturnira_luisi",NA,NA,NA,530510.11,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Sturnira","luisi"
"Sturnira_magna",NA,NA,0.98,1663098.75,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Sturnira","magna"
"Sturnira_mistratensis",NA,NA,NA,318.63,NA,NA,NA,NA,"Chiroptera","Phyllostomidae","Sturnira","mistratensis"
"Sturnira_mordax",NA,11.79,0.98,36057.38,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Sturnira","mordax"
"Sturnira_nana",NA,NA,0.98,134979.84,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Sturnira","nana"
"Sturnira_oporaphilum",NA,21.99,NA,791859.53,NA,NA,NA,NA,"Chiroptera","Phyllostomidae","Sturnira","oporaphilum"
"Sturnira_thomasi",NA,NA,NA,1580.07,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Sturnira","thomasi"
"Sturnira_tildae",NA,24.39,0.98,11144679,NA,"herbivore","1","1","Chiroptera","Phyllostomidae","Sturnira","tildae"
"Styloctenium_wallacei",164.5,172.42,NA,113590.54,NA,NA,"1",NA,"Chiroptera","Pteropodidae","Styloctenium","wallacei"
"Stylodipus_andrewsi",NA,NA,NA,597777.62,"nocturnal","herbivore","2","3","Rodentia","Dipodidae","Stylodipus","andrewsi"
"Stylodipus_sungorus",NA,NA,NA,106238.21,"nocturnal","herbivore","2","3","Rodentia","Dipodidae","Stylodipus","sungorus"
"Stylodipus_telum",NA,59.99,3.49,2127863.71,"nocturnal","herbivore","2","3","Rodentia","Dipodidae","Stylodipus","telum"
"Suncus_aequatorius",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Suncus","aequatorius"
